# Species	Genes	Alg.-Conn.	GCF_000007365.1_ASM736v1_protein.faa	GCF_000007725.1_ASM772v1_protein.faa	GCF_000009605.1_ASM960v1_protein.faa	GCF_000021065.1_ASM2106v1_protein.faa	GCF_000021085.1_ASM2108v1_protein.faa	GCF_000090965.1_ASM9096v1_protein.faa	GCF_000174075.1_ASM17407v1_protein.faa	GCF_000183225.1_ASM18322v1_protein.faa	GCF_000183245.1_ASM18324v1_protein.faa	GCF_000183285.1_ASM18328v1_protein.faa	GCF_000183305.1_ASM18330v1_protein.faa	GCF_000217635.1_ASM21763v1_protein.faa	GCF_000225445.1_ASM22544v1_protein.faa	GCF_000225465.1_ASM22546v1_protein.faa	GCF_000521525.1_ASM52152v1_protein.faa	GCF_000521545.1_ASM52154v1_protein.faa	GCF_000521565.1_ASM52156v1_protein.faa	GCF_000521585.1_ASM52158v1_protein.faa	GCF_001280225.1_ASM128022v1_protein.faa	GCF_001648115.1_ASM164811v1_protein.faa	GCF_001700895.1_ASM170089v1_protein.faa	GCF_003096055.1_ASM309605v1_protein.faa	GCF_003099975.1_ASM309997v1_protein.faa	GCF_003671935.1_ASM367193v1_protein.faa	GCF_005080705.1_ASM508070v1_protein.faa	GCF_005080725.1_ASM508072v1_protein.faa	GCF_005080745.1_ASM508074v1_protein.faa	GCF_005080765.1_ASM508076v1_protein.faa	GCF_005080785.1_ASM508078v1_protein.faa	GCF_005080825.1_ASM508082v1_protein.faa	GCF_005080845.1_ASM508084v1_protein.faa	GCF_005080865.1_ASM508086v1_protein.faa	GCF_005080885.1_ASM508088v1_protein.faa	GCF_005080965.1_ASM508096v1_protein.faa	GCF_005081185.1_ASM508118v1_protein.faa	GCF_005081445.1_ASM508144v1_protein.faa	GCF_005081705.1_ASM508170v1_protein.faa	GCF_005081945.1_ASM508194v1_protein.faa	GCF_005082145.1_ASM508214v1_protein.faa	GCF_005082365.1_ASM508236v1_protein.faa	GCF_005082585.1_ASM508258v1_protein.faa	GCF_005082825.1_ASM508282v1_protein.faa	GCF_005083105.1_ASM508310v1_protein.faa	GCF_005083345.1_ASM508334v1_protein.faa	GCF_005083565.1_ASM508356v1_protein.faa	GCF_005083845.1_ASM508384v1_protein.faa	GCF_005237295.1_ASM523729v1_protein.faa	GCF_006741185.1_BucNmo_1.0_protein.faa	GCF_009068925.1_ASM906892v1_protein.faa	GCF_009069125.1_ASM906912v1_protein.faa	GCF_011035165.1_ASM1103516v1_protein.faa	GCF_013394915.1_ASM1339491v1_protein.faa	GCF_013487785.1_ASM1348778v1_protein.faa	GCF_900016785.1_BTsPazieg1.0_protein.faa	GCF_900128595.1_BCipseudotaxifoliae_v1.0_protein.faa	GCF_900128725.1_BCifornacula_v1.0_protein.faa	GCF_900128735.1_BCiconfinis_v1.0_protein.faa	GCF_900560745.1_BuCistrobi3249_v2.0_protein.faa	GCF_900698845.1_BuCisplendens_pseudotsugae_v1.0_protein.faa	GCF_900698865.1_BuCicuneomaculata_v1.0_protein.faa	GCF_900698895.1_BuCicurtihirsuta_v1.0_protein.faa	GCF_900698905.1_BuCikochiana_v1.0_protein.faa	GCF_900698915.1_BuCicurvipes_v1.0_protein.faa	GCF_900698945.1_BuCilaricifoliae_v1.0_protein.faa	GCF_900698975.1_BuCisplendens_Palmer_v1.0_protein.faa	GCF_900699025.1_BuCipseudotaxifoliae_v2.0_protein.faa	GCF_900699035.1_BuCipiceae_v1.0_protein.faa
67	67	0.297	WP_009874442.1	WP_011091543.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_011672684.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_013878025.1	WP_009874442.1	WP_013878025.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_009874442.1	WP_075474322.1	WP_011091543.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_158349571.1	WP_158349571.1	WP_011091543.1	WP_158341984.1	WP_158349571.1	WP_158353696.1	WP_009874442.1	WP_009874442.1	WP_158362916.1	WP_009874442.1	WP_009874442.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_009874442.1	WP_025369112.1	WP_009874442.1	WP_009874442.1	WP_158366969.1	WP_009874442.1	WP_025369112.1	WP_011091543.1	WP_009874442.1	WP_158345111.1	WP_009874442.1	WP_009874442.1	WP_013878025.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_025369112.1	WP_025369112.1	WP_013878025.1	WP_158349180.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1
8	8	0.0712	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940332.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158360679.1	*	*	*	*	WP_158368909.1	*	WP_158340139.1	*	*	WP_158346524.1	WP_158347781.1	*	WP_158346524.1	WP_158360679.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8	8	0.0701	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940131.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158360868.1	*	*	*	WP_158367257.1	*	*	WP_158340336.1	*	*	WP_158346111.1	WP_158348547.1	*	WP_158346111.1	WP_158360868.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8	8	0.0431	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940507.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158360855.1	*	*	*	*	WP_158369252.1	*	WP_158340322.1	*	*	WP_158345833.1	WP_158348126.1	*	WP_178918878.1	WP_158360855.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8	8	0.043	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940047.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158360381.1	*	*	*	*	WP_158368322.1	*	WP_158339834.1	*	*	WP_158345941.1	WP_158348248.1	*	WP_158345941.1	WP_158360381.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8	8	0.0426	*	*	*	*	*	*	*	*	*	*	*	*	WP_014499626.1	WP_014500167.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158362922.1	WP_158355213.1	*	*	*	*	*	*	WP_158338739.1	*	*	*	WP_158339656.1	*	WP_158340800.1	*	*	*	WP_163119556.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8	8	0.0327	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940111.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158360448.1	*	*	*	*	WP_158368463.1	*	WP_158339903.1	*	*	WP_158346073.1	WP_158348382.1	*	WP_158346073.1	WP_158360448.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8	8	0.027	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940293.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158360635.1	*	*	*	WP_158366717.1	WP_158368831.1	*	*	*	*	WP_158346442.1	WP_158347696.1	*	WP_178919233.1	WP_158360635.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.976	*	*	WP_010896179.1	WP_014498800.1	WP_014498800.1	*	WP_014498800.1	WP_014498800.1	WP_014498800.1	WP_014498800.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.976	*	*	WP_010896152.1	WP_009874485.1	WP_009874485.1	*	WP_009874485.1	WP_014499170.1	WP_014498783.1	WP_009874485.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.976	*	*	WP_010896036.1	WP_009874223.1	WP_009874223.1	*	WP_009874223.1	WP_009874223.1	WP_009874223.1	WP_009874223.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.976	*	*	WP_009874185.1	WP_012619478.1	WP_009874185.1	*	WP_009874185.1	WP_044008026.1	WP_012619478.1	WP_009874185.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.974	*	*	WP_010896118.1	WP_012619550.1	WP_009874394.1	*	WP_009874394.1	WP_012619550.1	WP_012619550.1	WP_012619550.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.974	*	*	WP_010896094.1	WP_012619530.1	WP_009874343.1	*	WP_009874343.1	WP_012619530.1	WP_014498755.1	WP_012619530.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.974	*	*	WP_010895958.1	WP_012619437.1	WP_009874077.1	*	WP_009874077.1	WP_012619437.1	WP_012619437.1	WP_012619437.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.974	*	*	WP_009874051.1	WP_009874051.1	WP_009874051.1	*	WP_009874051.1	WP_014499109.1	WP_009874051.1	WP_009874051.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.973	*	*	WP_010896165.1	WP_009874516.1	WP_009874516.1	*	WP_009874516.1	WP_009874516.1	WP_009874516.1	WP_009874516.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.973	*	*	WP_010896084.1	WP_012619519.1	WP_009874315.1	*	WP_009874315.1	WP_012619519.1	WP_012619519.1	WP_014498910.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.973	*	*	WP_010895993.1	WP_009874151.1	WP_009874151.1	*	WP_009874151.1	WP_014499124.1	WP_009874151.1	WP_009874151.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.973	*	*	WP_010895959.1	WP_012619439.1	WP_009874079.1	*	WP_009874079.1	WP_012619439.1	WP_012619439.1	WP_014498840.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.973	*	*	WP_010895950.1	WP_009874065.1	WP_009874065.1	*	WP_009874065.1	WP_009874065.1	WP_009874065.1	WP_014498836.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.973	*	*	WP_010895925.1	WP_012619418.1	WP_009874025.1	*	WP_009874025.1	WP_014499104.1	WP_012619418.1	WP_014498824.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_010896177.1	WP_012619594.1	WP_009874536.1	*	WP_009874536.1	WP_012619594.1	WP_012619594.1	WP_012619594.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_010896131.1	WP_012619560.1	WP_009874418.1	*	WP_009874418.1	WP_012619560.1	WP_012619560.1	WP_012619560.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_010896078.1	WP_012619514.1	WP_009874301.1	*	WP_009874301.1	WP_014499149.1	WP_012619514.1	WP_012619514.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_010896061.1	WP_012619502.1	WP_009874268.1	*	WP_009874268.1	WP_012619502.1	WP_012619502.1	WP_010896061.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_010896046.1	WP_012619491.1	WP_009874238.1	*	WP_009874238.1	WP_012619491.1	WP_012619491.1	WP_012619491.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_010896021.1	WP_012619481.1	WP_009874195.1	*	WP_009874195.1	WP_012619481.1	WP_012619481.1	WP_014498879.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_010896013.1	WP_012619475.1	WP_009874179.1	*	WP_009874179.1	WP_012619475.1	WP_012619475.1	WP_012619475.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_010896012.1	WP_012619474.1	WP_009874178.1	*	WP_009874178.1	WP_012619474.1	WP_012619474.1	WP_014498872.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_010895981.1	WP_012619458.1	WP_009874121.1	*	WP_009874121.1	WP_012619458.1	WP_012619458.1	WP_012619458.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_010895957.1	WP_012619436.1	WP_009874076.1	*	WP_009874076.1	WP_012619436.1	WP_012619436.1	WP_014498839.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_010895936.1	WP_009874037.1	WP_009874037.1	*	WP_009874037.1	WP_009874037.1	WP_009874037.1	WP_009874037.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_009874390.1	WP_012619547.1	WP_009874390.1	*	WP_009874390.1	WP_012619547.1	WP_012619547.1	WP_014498931.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_009874266.1	WP_012619501.1	WP_009874266.1	*	WP_009874266.1	WP_012619501.1	WP_012619501.1	WP_014498900.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_009874222.1	WP_009874222.1	WP_009874222.1	*	WP_009874222.1	WP_009874222.1	WP_009874222.1	WP_009874222.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_009874180.1	WP_012619476.1	WP_009874180.1	*	WP_009874180.1	WP_044008022.1	WP_014498874.1	WP_014498874.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_009874055.1	WP_012619428.1	WP_009874055.1	*	WP_009874055.1	WP_012619428.1	WP_012619428.1	WP_012619428.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_009874017.1	WP_009874017.1	WP_009874017.1	*	WP_009874017.1	WP_009874017.1	WP_009874017.1	WP_009874017.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.972	*	*	WP_009874006.1	WP_012619410.1	WP_009874006.1	*	WP_009874006.1	WP_014498670.1	WP_014498670.1	WP_014498670.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_010896155.1	WP_012619576.1	WP_009874492.1	*	WP_009874492.1	WP_012619576.1	WP_012619576.1	WP_012619576.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_010896123.1	WP_010896123.1	WP_009874404.1	*	WP_009874404.1	WP_010896123.1	WP_010896123.1	WP_010896123.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_010896103.1	WP_012619537.1	WP_009874368.1	*	WP_009874368.1	WP_014498760.1	WP_014498760.1	WP_014498922.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_010895976.1	WP_012619455.1	WP_009874114.1	*	WP_009874114.1	WP_012619455.1	WP_012619455.1	WP_014498854.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_010895954.1	WP_010895954.1	WP_010895954.1	*	WP_010895954.1	WP_044008017.1	WP_010895954.1	WP_010895954.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_010895948.1	WP_012619432.1	WP_009874062.1	*	WP_009874062.1	WP_012619432.1	WP_012619432.1	WP_012619432.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_010895920.1	WP_012619413.1	WP_009874013.1	*	WP_009874013.1	WP_012619413.1	WP_012619413.1	WP_012619413.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_009874554.1	WP_012619597.1	WP_009874554.1	*	WP_009874554.1	WP_012619597.1	WP_012619597.1	WP_014498972.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_009874552.1	WP_009874552.1	WP_009874552.1	*	WP_009874552.1	WP_009874552.1	WP_014498804.1	WP_009874552.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_009874509.1	WP_009874509.1	WP_009874509.1	*	WP_009874509.1	WP_009874509.1	WP_009874509.1	WP_014498958.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_009874333.1	WP_012619525.1	WP_009874333.1	*	WP_009874333.1	WP_014498752.1	WP_014498752.1	WP_014498914.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_009874320.1	WP_012619520.1	WP_009874320.1	*	WP_009874320.1	WP_014498748.1	WP_014498748.1	WP_012619520.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_009874213.1	WP_009874213.1	WP_009874213.1	*	WP_009874213.1	WP_009874213.1	WP_009874213.1	WP_009874213.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.971	*	*	WP_009874199.1	WP_012619482.1	WP_009874199.1	*	WP_009874199.1	WP_012619482.1	WP_012619482.1	WP_009874199.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.97	*	*	WP_010896109.1	WP_012619540.1	WP_009874376.1	*	WP_009874376.1	WP_012619540.1	WP_012619540.1	WP_010896109.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.97	*	*	WP_010895983.1	WP_012619460.1	WP_009874123.1	*	WP_009874123.1	WP_014498702.1	WP_014498702.1	WP_014498858.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.97	*	*	WP_010895904.1	WP_012619402.1	WP_009873977.1	*	WP_009873977.1	WP_012619402.1	WP_012619402.1	WP_014498807.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.97	*	*	WP_009874548.1	WP_009874548.1	WP_009874548.1	*	WP_009874548.1	WP_009874548.1	WP_009874548.1	WP_014498971.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.97	*	*	WP_009874520.1	WP_012619588.1	WP_009874520.1	*	WP_009874520.1	WP_014498794.1	WP_014498794.1	WP_009874520.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.97	*	*	WP_009874438.1	WP_009874438.1	WP_009874438.1	*	WP_009874438.1	WP_009874438.1	WP_009874438.1	WP_014498947.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.97	*	*	WP_009874405.1	WP_009874405.1	WP_009874405.1	*	WP_009874405.1	WP_009874405.1	WP_009874405.1	WP_009874405.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
